id,md_datetime_utc_start_hour,md_network_series_tok,md_network_tok,md_datetime_utc_start,score
2008-03-08_0200_US_KABC_Eyewitness_News_6PM_main,2008030802,KABC Eyewitness News 6PM,KABC,1204941602000,24.739466
2008-03-08_0200_US_KNBC_Channel_4_News_main,2008030802,KNBC Channel 4 News,KNBC,1204941602000,22.127651
2008-03-08_0200_US_KCBS_CBS_2_News_at_6_main,2008030802,KCBS CBS 2 News at 6,KCBS,1204941601000,11.063826
2008-03-08_0100_US_KABC_Eyewitness_News_5PM_main,2008030801,KABC Eyewitness News 5PM,KABC,1204938002000,22.127651
2008-03-07_0700_US_KCBS_CBS_2_News_at_11PM_main,2008030707,KCBS CBS 2 News at 11PM,KCBS,1204873202000,11.063826
2008-03-07_0700_US_KNBC_Channel_4_News_at_11PM_main,2008030707,KNBC Channel 4 News at 11PM,KNBC,1204873201000,11.063826
2008-03-07_0200_US_KNBC_Channel_4_News_main,2008030702,KNBC Channel 4 News,KNBC,1204855202000,11.063826
2008-03-07_0200_US_KCBS_CBS_2_News_at_6_main,2008030702,KCBS CBS 2 News at 6,KCBS,1204855201000,15.646612
2008-03-06_0700_US_KCBS_CBS_2_News_at_11PM_main,2008030607,KCBS CBS 2 News at 11PM,KCBS,1204786802000,22.127651
2008-03-06_0700_US_KNBC_Channel_4_News_at_11PM_main,2008030607,KNBC Channel 4 News at 11PM,KNBC,1204786801000,19.163107
2008-03-06_0600_US_KTTV-FOX_Ten_OClock_News_main,2008030606,KTTV-FOX Ten OClock News,KTTV-FOX,1204783201000,15.646612
2008-03-06_0600_US_KTLA_Prime_News_at_10PM_main,2008030606,KTLA Prime News at 10PM,KTLA,1204783201000,11.063826
2008-03-06_0200_US_KNBC_Channel_4_News_main,2008030602,KNBC Channel 4 News,KNBC,1204768801000,15.646612
2008-03-06_0100_US_KNBC_Channel_4_News_main,2008030601,KNBC Channel 4 News,KNBC,1204765202000,11.063826
2008-03-05_0400_US_KCAL_KCAL_9_News_at_8PM_main,2008030504,KCAL KCAL 9 News at 8PM,KCAL,1204689602000,11.063826
2008-03-04_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2008030407,KNBC Tonight Show with Jay Leno,KNBC,1204616101000,11.063826
2008-03-04_0705_US_KCBS_CBS_2_News_at_11_main,2008030407,KCBS CBS 2 News at 11,KCBS,1204614315000,11.063826
2008-03-04_0700_US_KABC_Eyewitness_News_11PM_main,2008030407,KABC Eyewitness News 11PM,KABC,1204614001000,19.163107
2008-03-04_0700_US_KNBC_Channel_4_News_at_11PM_main,2008030407,KNBC Channel 4 News at 11PM,KNBC,1204614001000,11.063826
2008-03-04_0600_US_KTTV-FOX_Ten_OClock_News_main,2008030406,KTTV-FOX Ten OClock News,KTTV-FOX,1204610401000,19.163107
2008-03-04_0600_US_KTLA_Prime_News_at_10PM_main,2008030406,KTLA Prime News at 10PM,KTLA,1204610401000,11.063826
2008-03-01_0700_US_KCBS_CBS_2_News_at_11PM_main,2008030107,KCBS CBS 2 News at 11PM,KCBS,1204354802000,15.646612
2008-03-01_0700_US_KNBC_Channel_4_News_at_11PM_main,2008030107,KNBC Channel 4 News at 11PM,KNBC,1204354802000,15.646612
2008-03-01_0700_US_KABC_Eyewitness_News_11PM_main,2008030107,KABC Eyewitness News 11PM,KABC,1204354801000,15.646612
2008-03-01_0600_US_KTTV-FOX_Ten_OClock_News_main,2008030106,KTTV-FOX Ten OClock News,KTTV-FOX,1204351202000,15.646612
2008-03-01_0600_US_KTLA_Prime_News_at_10PM_main,2008030106,KTLA Prime News at 10PM,KTLA,1204351201000,19.163107
2008-03-01_0400_US_KCAL_KCAL_9_News_at_8PM_main,2008030104,KCAL KCAL 9 News at 8PM,KCAL,1204344002000,19.163107
2008-02-29_0837_US_KNBC_Late_Night_with_Conan_OBrien_main,2008022908,KNBC Late Night with Conan OBrien,KNBC,1204274221000,15.646612
2008-02-29_0700_US_KCBS_CBS_2_News_at_11PM_main,2008022907,KCBS CBS 2 News at 11PM,KCBS,1204268402000,15.646612
2008-02-29_0700_US_KABC_Eyewitness_News_11PM_main,2008022907,KABC Eyewitness News 11PM,KABC,1204268401000,11.063826
2008-02-29_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022907,KNBC Channel 4 News at 11PM,KNBC,1204268401000,11.063826
2008-02-29_0600_US_KTLA_Prime_News_at_10PM_main,2008022906,KTLA Prime News at 10PM,KTLA,1204264802000,11.063826
2008-02-29_0200_US_KCBS_CBS_2_News_at_6_main,2008022902,KCBS CBS 2 News at 6,KCBS,1204250402000,15.646612
2008-02-29_0200_US_KNBC_Channel_4_News_main,2008022902,KNBC Channel 4 News,KNBC,1204250402000,15.646612
2008-02-28_0700_US_KABC_Eyewitness_News_11PM_main,2008022807,KABC Eyewitness News 11PM,KABC,1204182001000,24.739466
2008-02-28_0700_US_KCBS_CBS_2_News_at_11PM_main,2008022807,KCBS CBS 2 News at 11PM,KCBS,1204182001000,15.646612
2008-02-28_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022807,KNBC Channel 4 News at 11PM,KNBC,1204182001000,15.646612
2008-02-28_0600_US_KTTV-FOX_Ten_OClock_News_main,2008022806,KTTV-FOX Ten OClock News,KTTV-FOX,1204178401000,22.127651
2008-02-27_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022707,KNBC Channel 4 News at 11PM,KNBC,1204095602000,15.646612
2008-02-27_0600_US_KTLA_Prime_News_at_10PM_main,2008022706,KTLA Prime News at 10PM,KTLA,1204092001000,19.163107
2008-02-27_0200_US_KABC_Eyewitness_News_6PM_main,2008022702,KABC Eyewitness News 6PM,KABC,1204077602000,15.646612
2008-02-27_0200_US_KNBC_Channel_4_News_main,2008022702,KNBC Channel 4 News,KNBC,1204077601000,11.063826
2008-02-27_0100_US_KNBC_Channel_4_News_main,2008022701,KNBC Channel 4 News,KNBC,1204074002000,11.063826
2008-02-26_0700_US_KABC_Eyewitness_News_11PM_main,2008022607,KABC Eyewitness News 11PM,KABC,1204009202000,24.739466
2008-02-26_0700_US_KCBS_CBS_2_News_at_11PM_main,2008022607,KCBS CBS 2 News at 11PM,KCBS,1204009201000,11.063826
2008-02-26_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022607,KNBC Channel 4 News at 11PM,KNBC,1204009201000,11.063826
2008-02-26_0600_US_KTTV-FOX_Ten_OClock_News_main,2008022606,KTTV-FOX Ten OClock News,KTTV-FOX,1204005602000,19.163107
2008-02-26_0600_US_KTLA_Prime_News_at_10PM_main,2008022606,KTLA Prime News at 10PM,KTLA,1204005601000,22.127651
2008-02-26_0200_US_KNBC_Channel_4_News_main,2008022602,KNBC Channel 4 News,KNBC,1203991202000,11.063826
2008-02-24_0200_US_KCBS_CBS_2_News_at_6_main,2008022402,KCBS CBS 2 News at 6,KCBS,1203818402000,22.127651
2008-02-24_0200_US_KABC_Eyewitness_News_6PM_main,2008022402,KABC Eyewitness News 6PM,KABC,1203818402000,19.163107
2008-02-24_0100_US_KNBC_Channel_4_News_main,2008022401,KNBC Channel 4 News,KNBC,1203814802000,11.063826
2008-02-24_0030_US_KABC_Eyewitness_News_430PM_main,2008022400,KABC Eyewitness News 430PM,KABC,1203813001000,11.063826
2008-02-23_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022307,KNBC Channel 4 News at 11PM,KNBC,1203750002000,24.739466
2008-02-23_0700_US_KABC_Eyewitness_News_11PM_main,2008022307,KABC Eyewitness News 11PM,KABC,1203750001000,24.739466
2008-02-23_0700_US_KCBS_CBS_2_News_at_11PM_main,2008022307,KCBS CBS 2 News at 11PM,KCBS,1203750001000,11.063826
2008-02-23_0600_US_KTTV-FOX_Ten_OClock_News_main,2008022306,KTTV-FOX Ten OClock News,KTTV-FOX,1203746401000,15.646612
2008-02-23_0600_US_KTLA_Prime_News_at_10PM_main,2008022306,KTLA Prime News at 10PM,KTLA,1203746401000,11.063826
2008-02-23_0400_US_KCAL_KCAL_9_News_at_8PM_main,2008022304,KCAL KCAL 9 News at 8PM,KCAL,1203739202000,11.063826
2008-02-23_0200_US_KNBC_Channel_4_News_main,2008022302,KNBC Channel 4 News,KNBC,1203732002000,15.646612
2008-02-23_0100_US_KABC_Eyewitness_News_5PM_main,2008022301,KABC Eyewitness News 5PM,KABC,1203728402000,19.163107
2008-02-23_0000_US_KABC_Eyewitness_News_4PM_main,2008022300,KABC Eyewitness News 4PM,KABC,1203724801000,15.646612
2008-02-22_0600_US_KTLA_Prime_News_at_10PM_main,2008022206,KTLA Prime News at 10PM,KTLA,1203660001000,15.646612
2008-02-21_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2008022107,KNBC Tonight Show with Jay Leno,KNBC,1203579301000,11.063826
2008-02-21_0700_US_KCBS_CBS_2_News_at_11PM_main,2008022107,KCBS CBS 2 News at 11PM,KCBS,1203577202000,15.646612
2008-02-21_0700_US_KNBC_Channel_4_News_at_11PM_main,2008022107,KNBC Channel 4 News at 11PM,KNBC,1203577201000,15.646612
2008-02-21_0700_US_KABC_Eyewitness_News_11PM_main,2008022107,KABC Eyewitness News 11PM,KABC,1203577201000,11.063826
2008-02-20_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2008022007,KNBC Tonight Show with Jay Leno,KNBC,1203492901000,11.063826
2008-02-18_2330_US_KCAL_Inside_Edition_main,2008021823,KCAL Inside Edition,KCAL,1203377401000,11.063826
2008-02-14_0700_US_KABC_Eyewitness_News_11PM_main,2008021407,KABC Eyewitness News 11PM,KABC,1202972401000,15.646612
2008-02-14_0700_US_KNBC_Channel_4_News_at_11PM_main,2008021407,KNBC Channel 4 News at 11PM,KNBC,1202972401000,11.063826
2008-02-14_0600_US_KTTV-FOX_Ten_OClock_News_main,2008021406,KTTV-FOX Ten OClock News,KTTV-FOX,1202968802000,15.646612
2008-02-14_0600_US_KTLA_Prime_News_at_10PM_main,2008021406,KTLA Prime News at 10PM,KTLA,1202968801000,11.063826
2008-02-12_0700_US_KCBS_CBS_2_News_at_11PM_main,2008021207,KCBS CBS 2 News at 11PM,KCBS,1202799602000,15.646612
2008-02-12_0700_US_KNBC_Channel_4_News_at_11PM_main,2008021207,KNBC Channel 4 News at 11PM,KNBC,1202799601000,19.163107
2008-02-12_0700_US_KABC_Eyewitness_News_11PM_main,2008021207,KABC Eyewitness News 11PM,KABC,1202799601000,15.646612
2008-02-12_0600_US_KTTV-FOX_Ten_OClock_News_main,2008021206,KTTV-FOX Ten OClock News,KTTV-FOX,1202796001000,11.063826
2008-02-10_0500_US_KTTV-FOX_Americas_Most_Wanted_main,2008021005,KTTV-FOX Americas Most Wanted,KTTV-FOX,1202619601000,11.063826
2008-02-10_0100_US_KNBC_Channel_4_News_main,2008021001,KNBC Channel 4 News,KNBC,1202605201000,11.063826
2008-02-09_0700_US_KNBC_Channel_4_News_at_11PM_main,2008020907,KNBC Channel 4 News at 11PM,KNBC,1202540402000,19.163107
2008-02-09_0700_US_KCBS_CBS_2_News_at_11PM_main,2008020907,KCBS CBS 2 News at 11PM,KCBS,1202540401000,15.646612
2008-02-09_0700_US_KABC_Eyewitness_News_11PM_main,2008020907,KABC Eyewitness News 11PM,KABC,1202540401000,11.063826
2008-02-09_0600_US_KTTV-FOX_Ten_OClock_News_main,2008020906,KTTV-FOX Ten OClock News,KTTV-FOX,1202536802000,15.646612
2008-02-09_0200_US_KNBC_Channel_4_News_main,2008020902,KNBC Channel 4 News,KNBC,1202522401000,19.163107
2008-02-08_0200_US_KNBC_Channel_4_News_main,2008020802,KNBC Channel 4 News,KNBC,1202436001000,19.163107
2008-02-07_0700_US_KCBS_CBS_2_News_at_11PM_main,2008020707,KCBS CBS 2 News at 11PM,KCBS,1202367602000,15.646612
2008-02-07_0700_US_KNBC_Channel_4_News_at_11PM_main,2008020707,KNBC Channel 4 News at 11PM,KNBC,1202367601000,22.127651
2008-02-07_0700_US_KABC_Eyewitness_News_11PM_main,2008020707,KABC Eyewitness News 11PM,KABC,1202367601000,11.063826
2008-02-07_0600_US_KTTV-FOX_Ten_OClock_News_main,2008020706,KTTV-FOX Ten OClock News,KTTV-FOX,1202364001000,19.163107
2008-02-07_0600_US_KTLA_Prime_News_at_10PM_main,2008020706,KTLA Prime News at 10PM,KTLA,1202364001000,11.063826
2008-02-07_0200_US_KNBC_Channel_4_News_main,2008020702,KNBC Channel 4 News,KNBC,1202349602000,15.646612
2008-02-05_0700_US_KABC_Eyewitness_News_11PM_main,2008020507,KABC Eyewitness News 11PM,KABC,1202194802000,19.163107
2008-02-05_0700_US_KNBC_Channel_4_News_at_11PM_main,2008020507,KNBC Channel 4 News at 11PM,KNBC,1202194801000,19.163107
2008-02-05_0700_US_KCBS_CBS_2_News_at_11PM_main,2008020507,KCBS CBS 2 News at 11PM,KCBS,1202194801000,15.646612
2008-02-05_0600_US_KTTV-FOX_Ten_OClock_News_main,2008020506,KTTV-FOX Ten OClock News,KTTV-FOX,1202191201000,15.646612
2008-02-05_0600_US_KTLA_Prime_News_at_10PM_main,2008020506,KTLA Prime News at 10PM,KTLA,1202191201000,11.063826
2008-02-04_0200_US_KABC_Eyewitness_News_6PM_main,2008020402,KABC Eyewitness News 6PM,KABC,1202090402000,24.739466
2008-02-03_0100_US_KNBC_Channel_4_News_main,2008020301,KNBC Channel 4 News,KNBC,1202000402000,11.063826
2008-02-02_0700_US_KABC_Eyewitness_News_11PM_main,2008020207,KABC Eyewitness News 11PM,KABC,1201935602000,11.063826
2008-02-02_0700_US_KNBC_Channel_4_News_at_11PM_main,2008020207,KNBC Channel 4 News at 11PM,KNBC,1201935601000,15.646612
2008-02-02_0600_US_KTLA_Prime_News_at_10PM_main,2008020206,KTLA Prime News at 10PM,KTLA,1201932002000,11.063826
2008-02-02_0600_US_KTTV-FOX_Ten_OClock_News_main,2008020206,KTTV-FOX Ten OClock News,KTTV-FOX,1201932001000,15.646612
2008-02-02_0200_US_KNBC_Channel_4_News_main,2008020202,KNBC Channel 4 News,KNBC,1201917602000,11.063826
2008-02-01_0200_US_KNBC_Channel_4_News_main,2008020102,KNBC Channel 4 News,KNBC,1201831201000,15.646612
2008-01-31_0837_US_KCBS_Late_Late_Show_with_Craig_Ferguson_main,2008013108,KCBS Late Late Show with Craig Ferguson,KCBS,1201768621000,11.063826
2008-01-31_0700_US_KNBC_Channel_4_News_at_11PM_main,2008013107,KNBC Channel 4 News at 11PM,KNBC,1201762801000,22.127651
2008-01-31_0700_US_KABC_Eyewitness_News_11PM_main,2008013107,KABC Eyewitness News 11PM,KABC,1201762801000,19.163107
2008-01-31_0600_US_KTTV-FOX_Ten_OClock_News_main,2008013106,KTTV-FOX Ten OClock News,KTTV-FOX,1201759202000,24.739466
2008-01-31_0200_US_KABC_Eyewitness_News_6PM_main,2008013102,KABC Eyewitness News 6PM,KABC,1201744801000,24.739466
2008-01-30_0700_US_KNBC_Channel_4_News_at_11PM_main,2008013007,KNBC Channel 4 News at 11PM,KNBC,1201676401000,11.063826
2008-01-30_0600_US_KTLA_Prime_News_at_10PM_main,2008013006,KTLA Prime News at 10PM,KTLA,1201672802000,11.063826
2008-01-30_0200_US_KNBC_Channel_4_News_main,2008013002,KNBC Channel 4 News,KNBC,1201658401000,15.646612
2008-01-29_0700_US_KABC_Eyewitness_News_11PM_main,2008012907,KABC Eyewitness News 11PM,KABC,1201590001000,27.100729
2008-01-29_0700_US_KCBS_CBS_2_News_at_11PM_main,2008012907,KCBS CBS 2 News at 11PM,KCBS,1201590001000,15.646612
2008-01-29_0700_US_KNBC_Channel_4_News_at_11PM_main,2008012907,KNBC Channel 4 News at 11PM,KNBC,1201590001000,15.646612
2008-01-29_0600_US_KTTV-FOX_Ten_OClock_News_main,2008012906,KTTV-FOX Ten OClock News,KTTV-FOX,1201586401000,15.646612
2008-01-26_0700_US_KABC_Eyewitness_News_11PM_main,2008012607,KABC Eyewitness News 11PM,KABC,1201330802000,15.646612
2008-01-26_0700_US_KNBC_Channel_4_News_at_11PM_main,2008012607,KNBC Channel 4 News at 11PM,KNBC,1201330801000,22.127651
2008-01-26_0600_US_KTLA_Prime_News_at_10PM_main,2008012606,KTLA Prime News at 10PM,KTLA,1201327202000,19.163107
2008-01-26_0600_US_KTTV-FOX_Ten_OClock_News_main,2008012606,KTTV-FOX Ten OClock News,KTTV-FOX,1201327202000,11.063826
2008-01-26_0200_US_KNBC_Channel_4_News_main,2008012602,KNBC Channel 4 News,KNBC,1201312802000,15.646612
2008-01-25_0600_US_KTLA_Prime_News_at_10PM_main,2008012506,KTLA Prime News at 10PM,KTLA,1201240802000,11.063826
2008-01-24_0700_US_KNBC_Channel_4_News_at_11PM_main,2008012407,KNBC Channel 4 News at 11PM,KNBC,1201158001000,15.646612
2008-01-24_0700_US_KABC_Eyewitness_News_11PM_main,2008012407,KABC Eyewitness News 11PM,KABC,1201158001000,11.063826
2008-01-24_0600_US_KTLA_Prime_News_at_10PM_main,2008012406,KTLA Prime News at 10PM,KTLA,1201154401000,31.293224
2008-01-24_0600_US_KTTV-FOX_Ten_OClock_News_main,2008012406,KTTV-FOX Ten OClock News,KTTV-FOX,1201154401000,27.100729
2008-01-24_0200_US_KNBC_Channel_4_News_main,2008012402,KNBC Channel 4 News,KNBC,1201140002000,15.646612
2008-01-24_0100_US_KABC_Eyewitness_News_5PM_main,2008012401,KABC Eyewitness News 5PM,KABC,1201136402000,24.739466
2008-01-24_0000_US_KNBC_The_Ellen_DeGeneres_Show_main,2008012400,KNBC The Ellen DeGeneres Show,KNBC,1201132802000,11.063826
2008-01-23_2300_US_KABC_Oprah_Winfrey_main,2008012323,KABC Oprah Winfrey,KABC,1201129201000,11.063826
2008-01-23_0700_US_KCBS_CBS_2_News_at_11PM_main,2008012307,KCBS CBS 2 News at 11PM,KCBS,1201071602000,15.646612
2008-01-23_0600_US_KTLA_Prime_News_at_10PM_main,2008012306,KTLA Prime News at 10PM,KTLA,1201068002000,15.646612
2008-01-22_0700_US_KCBS_CBS_2_News_at_11PM_main,2008012207,KCBS CBS 2 News at 11PM,KCBS,1200985202000,22.127651
2008-01-22_0700_US_KABC_Eyewitness_News_11PM_main,2008012207,KABC Eyewitness News 11PM,KABC,1200985202000,15.646612
2008-01-22_0700_US_KNBC_Channel_4_News_at_11PM_main,2008012207,KNBC Channel 4 News at 11PM,KNBC,1200985201000,15.646612
2008-01-22_0600_US_KTLA_Prime_News_at_10PM_main,2008012206,KTLA Prime News at 10PM,KTLA,1200981602000,11.063826
2008-01-22_0600_US_KTTV-FOX_Ten_OClock_News_main,2008012206,KTTV-FOX Ten OClock News,KTTV-FOX,1200981601000,22.127651
2008-01-22_0200_US_KNBC_Channel_4_News_main,2008012202,KNBC Channel 4 News,KNBC,1200967202000,15.646612
2008-01-22_0200_US_KCBS_CBS_2_News_at_6_main,2008012202,KCBS CBS 2 News at 6,KCBS,1200967202000,11.063826
2008-01-22_0200_US_KABC_Eyewitness_News_6PM_main,2008012202,KABC Eyewitness News 6PM,KABC,1200967201000,11.063826
2008-01-22_0100_US_KABC_Eyewitness_News_5PM_main,2008012201,KABC Eyewitness News 5PM,KABC,1200963602000,19.163107
2008-01-21_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2008012114,KTTV-FOX Morning News at 6AM,KTTV-FOX,1200924001000,11.063826
2008-01-21_0030_US_KNBC_Channel_4_News_main,2008012100,KNBC Channel 4 News,KNBC,1200875402000,11.063826
2008-01-19_0700_US_KABC_Eyewitness_News_11PM_main,2008011907,KABC Eyewitness News 11PM,KABC,1200726002000,24.739466
2008-01-19_0700_US_KNBC_Channel_4_News_at_11PM_main,2008011907,KNBC Channel 4 News at 11PM,KNBC,1200726002000,24.739466
2008-01-19_0600_US_KTTV-FOX_Ten_OClock_News_main,2008011906,KTTV-FOX Ten OClock News,KTTV-FOX,1200722401000,19.163107
2008-01-19_0600_US_KTLA_Prime_News_at_10PM_main,2008011906,KTLA Prime News at 10PM,KTLA,1200722401000,15.646612
2008-01-18_0700_US_KABC_Eyewitness_News_11PM_main,2008011807,KABC Eyewitness News 11PM,KABC,1200639602000,11.063826
2008-01-17_0100_US_CNN-Headline_Nancy_Grace_main,2008011701,CNN-Headline Nancy Grace,CNN-Headline,1200531602000,11.063826
2008-01-16_1900_US_CNN_Newsroom_main,2008011619,CNN Newsroom,CNN,1200510002000,15.646612
2008-01-16_1600_US_CNN_Newsroom_main,2008011616,CNN Newsroom,CNN,1200499202000,15.646612
2008-01-16_0700_US_KCBS_CBS_2_News_at_11PM_main,2008011607,KCBS CBS 2 News at 11PM,KCBS,1200466802000,19.163107
2008-01-16_0700_US_KNBC_Channel_4_News_at_11PM_main,2008011607,KNBC Channel 4 News at 11PM,KNBC,1200466802000,19.163107
2008-01-16_0700_US_KABC_Eyewitness_News_11PM_main,2008011607,KABC Eyewitness News 11PM,KABC,1200466801000,24.739466
2008-01-16_0600_US_KTLA_Prime_News_at_10PM_main,2008011606,KTLA Prime News at 10PM,KTLA,1200463202000,15.646612
2008-01-16_0600_US_KTTV-FOX_Ten_OClock_News_main,2008011606,KTTV-FOX Ten OClock News,KTTV-FOX,1200463201000,24.739466
2008-01-16_0100_US_KNBC_Channel_4_News_main,2008011601,KNBC Channel 4 News,KNBC,1200445202000,11.063826
2008-01-15_0400_US_KCAL_KCAL_9_News_at_8PM_main,2008011504,KCAL KCAL 9 News at 8PM,KCAL,1200369601000,11.063826
2008-01-14_0030_US_KABC_Eyewitness_News_430PM_main,2008011400,KABC Eyewitness News 430PM,KABC,1200270601000,11.063826
2008-01-13_0100_US_KNBC_Channel_4_News_main,2008011301,KNBC Channel 4 News,KNBC,1200186001000,11.063826
2008-01-12_0600_US_KTLA_Prime_News_at_10PM_main,2008011206,KTLA Prime News at 10PM,KTLA,1200117602000,11.063826
2008-01-12_0200_US_KCBS_CBS_2_News_at_6_main,2008011202,KCBS CBS 2 News at 6,KCBS,1200103201000,11.063826
2008-01-11_0700_US_KABC_Eyewitness_News_11PM_main,2008011107,KABC Eyewitness News 11PM,KABC,1200034801000,11.063826
2008-01-10_0700_US_KABC_Eyewitness_News_11PM_main,2008011007,KABC Eyewitness News 11PM,KABC,1199948402000,11.063826
2008-01-10_0700_US_KNBC_Channel_4_News_at_11PM_main,2008011007,KNBC Channel 4 News at 11PM,KNBC,1199948401000,15.646612
2008-01-10_0600_US_KTTV-FOX_Ten_OClock_News_main,2008011006,KTTV-FOX Ten OClock News,KTTV-FOX,1199944802000,15.646612
2008-01-10_0600_US_KTLA_Prime_News_at_10PM_main,2008011006,KTLA Prime News at 10PM,KTLA,1199944801000,11.063826
2008-01-10_0200_US_KNBC_Channel_4_News_main,2008011002,KNBC Channel 4 News,KNBC,1199930402000,11.063826
2008-01-09_2330_US_KCAL_Inside_Edition_main,2008010923,KCAL Inside Edition,KCAL,1199921401000,11.063826
2008-01-09_0200_US_KNBC_Channel_4_News_main,2008010902,KNBC Channel 4 News,KNBC,1199844002000,11.063826
2008-01-08_0700_US_KABC_Eyewitness_News_11PM_main,2008010807,KABC Eyewitness News 11PM,KABC,1199775601000,11.063826
2008-01-07_0700_US_KABC_Eyewitness_News_11PM_main,2008010707,KABC Eyewitness News 11PM,KABC,1199689202000,11.063826
2008-01-07_0700_US_KNBC_Channel_4_News_at_11PM_main,2008010707,KNBC Channel 4 News at 11PM,KNBC,1199689201000,15.646612
2008-01-07_0200_US_KABC_Eyewitness_News_6PM_main,2008010702,KABC Eyewitness News 6PM,KABC,1199671202000,11.063826
2008-01-07_0200_US_KCBS_CBS_2_News_at_6_main,2008010702,KCBS CBS 2 News at 6,KCBS,1199671201000,15.646612
2008-01-07_0030_US_KABC_Eyewitness_News_430PM_main,2008010700,KABC Eyewitness News 430PM,KABC,1199665802000,15.646612
2008-01-07_0030_US_KNBC_Channel_4_News_main,2008010700,KNBC Channel 4 News,KNBC,1199665801000,15.646612
2008-01-05_0735_US_KCBS_Late_Show_with_Dave_Letterman_main,2008010507,KCBS Late Show with Dave Letterman,KCBS,1199518501000,11.063826
2008-01-03_0700_US_KABC_Eyewitness_News_11PM_main,2008010307,KABC Eyewitness News 11PM,KABC,1199343602000,15.646612
2008-01-03_0700_US_KNBC_Channel_4_News_at_11PM_main,2008010307,KNBC Channel 4 News at 11PM,KNBC,1199343601000,19.163107
2008-01-03_0600_US_KTTV-FOX_Ten_OClock_News_main,2008010306,KTTV-FOX Ten OClock News,KTTV-FOX,1199340002000,11.063826
2008-01-03_0200_US_KNBC_Channel_4_News_main,2008010302,KNBC Channel 4 News,KNBC,1199325602000,11.063826
2008-01-03_0100_US_KNBC_Channel_4_News_main,2008010301,KNBC Channel 4 News,KNBC,1199322002000,11.063826
2008-01-03_0100_US_KABC_Eyewitness_News_5PM_main,2008010301,KABC Eyewitness News 5PM,KABC,1199322002000,11.063826
2008-01-02_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2008010207,KNBC Tonight Show with Jay Leno,KNBC,1199259301000,11.063826
2008-01-01_0700_US_KCBS_CBS_2_News_at_11PM_main,2008010107,KCBS CBS 2 News at 11PM,KCBS,1199170802000,11.063826
2008-01-01_0700_US_KNBC_Channel_4_News_at_11PM_main,2008010107,KNBC Channel 4 News at 11PM,KNBC,1199170801000,22.127651
2008-01-01_0600_US_KTTV-FOX_Ten_OClock_News_main,2008010106,KTTV-FOX Ten OClock News,KTTV-FOX,1199167202000,15.646612
2008-01-01_0600_US_KTLA_Prime_News_at_10PM_main,2008010106,KTLA Prime News at 10PM,KTLA,1199167201000,15.646612
2008-01-01_0200_US_KNBC_Channel_4_News_main,2008010102,KNBC Channel 4 News,KNBC,1199152802000,11.063826
2008-01-01_0100_US_KNBC_Channel_4_News_main,2008010101,KNBC Channel 4 News,KNBC,1199149202000,11.063826
2007-12-29_0700_US_KABC_Eyewitness_News_11PM_main,2007122907,KABC Eyewitness News 11PM,KABC,1198911602000,19.163107
2007-12-29_0700_US_KCBS_CBS_2_News_at_11PM_main,2007122907,KCBS CBS 2 News at 11PM,KCBS,1198911602000,11.063826
2007-12-29_0700_US_KNBC_Channel_4_News_at_11PM_main,2007122907,KNBC Channel 4 News at 11PM,KNBC,1198911601000,22.127651
2007-12-29_0600_US_KTTV-FOX_Ten_OClock_News_main,2007122906,KTTV-FOX Ten OClock News,KTTV-FOX,1198908002000,11.063826
2007-12-29_0100_US_KNBC_Channel_4_News_main,2007122901,KNBC Channel 4 News,KNBC,1198890002000,11.063826
2007-12-28_0700_US_KCBS_CBS_2_News_at_11PM_main,2007122807,KCBS CBS 2 News at 11PM,KCBS,1198825202000,22.127651
2007-12-28_0700_US_KABC_Eyewitness_News_11PM_main,2007122807,KABC Eyewitness News 11PM,KABC,1198825201000,15.646612
2007-12-28_0700_US_KNBC_Channel_4_News_at_11PM_main,2007122807,KNBC Channel 4 News at 11PM,KNBC,1198825201000,15.646612
2007-12-28_0600_US_KTTV-FOX_Ten_OClock_News_main,2007122806,KTTV-FOX Ten OClock News,KTTV-FOX,1198821602000,19.163107
2007-12-28_0600_US_KTLA_Prime_News_at_10PM_main,2007122806,KTLA Prime News at 10PM,KTLA,1198821601000,11.063826
2007-12-28_0100_US_KNBC_Channel_4_News_main,2007122801,KNBC Channel 4 News,KNBC,1198803601000,11.063826
2007-12-27_0100_US_KNBC_Channel_4_News_main,2007122701,KNBC Channel 4 News,KNBC,1198717202000,11.063826
2007-12-26_0600_US_KTLA_Prime_News_at_10PM_main,2007122606,KTLA Prime News at 10PM,KTLA,1198648801000,11.063826
2007-12-26_0100_US_KNBC_Channel_4_News_main,2007122601,KNBC Channel 4 News,KNBC,1198630801000,11.063826
2007-12-26_0000_US_KABC_Eyewitness_News_4PM_main,2007122600,KABC Eyewitness News 4PM,KABC,1198627201000,15.646612
